Ulasan_Mentah;processed_text;hasil_validator
Kurang bersih, pelayanan agak membingungkan, makanan murah, menunya enak, sop iganya mantap;kurang bersih layan agak bingung makan murah menu enak sop iga mantap;negative
Pramuniaga disini cukup ramah dan baik ketika menjelaskan barang yg diperlukan customer.;pramuniaga sini cukup ramah dan baik ketika jelas barang yang perlu customer;positive
pelayanan ny oke harga bersahabat thanks;layan nya oke harga sahabat thanks;positive
Pelayanan okey bangetttt;layan okey banget;positive
Sopan dan ramah;sopan dan ramah;positive
Enak disini pegawainya ramah-ramah. Trus parkirnya juga luas dan beratap jadi gk takut kepanasan deh.;enak sini pegawai ramah ramah terus parkir juga luas dan atap jadi enggak takut panas deh;positive
Bagus sekali;bagus sekali;neutral
Sangat bagus;sangat bagus;neutral
Pelayanannya baik, ramah, dan memuaskan;pelayananya baik ramah dan muas;positive
Bsgussss;bsgus;neutral
Marketing sangat sopan;marketing sangat sopan;positive
Playanan bagus,komplit tinggal pilih,very recomended;playanan bagus komplit tinggal pilih very recomended;positive
Sementara bintang 4 dulu ya...;sementara bintang dulu ya;neutral
Mkasih mbak pelayanannya ramah dan memuaskan;mkasih mbak pelayananya ramah dan muas;positive
Good place good service;good place good service;positive
Pelayanannya maksimal,;pelayananya maksimal;positive
Mbak nya ramah dan sabar.. pokoknya hospitality banget deh :);mbak nya ramah dan sabar pokok hospitality banget deh;positive
Banyak pilihannya, dan lengkap accnya;banyak pilihanya dan lengkap acnya;positive
Pelayanan cukup memuaskan;layan cukup muas;positive
Harga murah dan pelayanan bagus;harga murah dan layan bagus;positive
pelayanan sangat baik dan memuaskan sehingga adek saya paham tentang hp yang dia beli;layan sangat baik dan muas sehinga adek saya paham tentang hp yang dia beli;positive
Pelayanannya cepet;pelayananya cepat;positive
Excellent servicenya, thanks for Zenfone 5 Tiga Putra;excelent servicenya thanks for zenfone tiga putra;positive
Rating 1-100 saya kasih 100. Terutama buat mas nya;rating saya kasih utama buat mas nya;positive
Pelayanan sudah bagus dan petugas ramah;layan sudah bagus dan tugas ramah;positive
Pelayanan dan produk yang disediakan sangat bagus;layan dan produk yang sedia sangat bagus;positive
Pelayanan ramah dan cepat... so helpfull;layan ramah dan cepat sok helpful;positive
Good services and low price..nice job;good services and low price nice job;positive
Mantab...pelayanan ok..;mantab layan ok;positive
Pelayanan cukup baik.untuk saran barang display saja yang tidak ada,untuk yang lainnya ok;layan cukup baik untuk saran barang display saja yang tidak ada untuk yang lai ok;positive
Terimakasih atas pelayananx sangat memuaskan..semoga tmbah ramai tokonya;terimakasih atas pelayananx sangat muas moga tambah ramai toko;positive
Cuma numpang lewat dan berhenti ambil cs grab , dari luar kayaknya tempatnya nyaman, parkir juga luas;cuma numpang lewat dan henti ambil cs grab dari luar kayak tempat nyaman parkir juga luas;positive
Good Service... Pelayanannya memuaskan.. Penjelasannya cukup jelas.. Thank you Tiga Putra Kawi;good service pelayananya muas jasa cukup jelas thank you tiga putra kawi;positive
OK pelayanannya n cepat;ok pelayananya cepat;positive
Ok deh;ok deh;neutral
Pelayanan memuaskan dan sopan santun terjaga;layan muas dan sopan santun jaga;positive
Fast respond, sangat membantu review HP utk pelanggan baru;fast respond sangat bantu review hp untuk pelang baru;positive
Pelayanan yang ramah dan memuaskan.;layan yang ramah dan muas;neutral
Amazing;amazing;neutral
Pelayanan bagus dan memuaskan, pelayanannya cepat jadi menyenangkan. Terimakasih;layan bagus dan muas pelayananya cepat jadi senang terimakasih;positive
Suka dg pelayanannya org nya ramah* .;suka dengan pelayananya orang nya ramah;positive
Memuaskan pelayanannya;muas pelayananya;neutral
Maaf mbak tadi bintangnya kepencet, but ITS okay laah. Keren servicenya nya;maaf mbak tadi bintang pencet but its okay laah keren servicenya nya;positive
Pelayanan baik dari awal datang sampai pembelian;layan baik dari awal datang sampai beli;positive
Tempatnya bagus, dan nyaman, parkirannya luas. Pelayanannya cepat dan ramah;tempat bagus dan nyaman parkiranya luas pelayananya cepat dan ramah;positive
Servis exelent!;servis exelent;neutral
trimakasih mbak..;trimakasih mbak;neutral
ramah cepat baik oke;ramah cepat baik oke;positive
Nyaman dan enak;nyaman dan enak;neutral
Tempatnya nyaman, harganya aman, pelayanan cepat dan ramah;tempat nyaman harga aman layan cepat dan ramah;positive
Barang dan produk Bagus sesuai yang diharapkan;barang dan produk bagus sesuai yang harap;positive
Bagus deh;bagus deh;neutral
Good service Dan ramah but mas nya PS01636;good service dan ramah but mas nya pas;positive
good service;good service;neutral
pelayanan cepat, mudah, n ramah;layan cepat mudah ramah;positive
Pelayanannya bagus, mbaknya ramah;pelayananya bagus mbak ramah;neutral
Sukses dan tambah berkembang.. Pelayanannya semakin ramah dan cepat...;sukses dan tambah kembang pelayananya makin ramah dan cepat;positive
"Pelayanan'nya baik dan sopan"" makasih ya ........";layan nya baik dan sopan terima kasih ya;positive
Tempatnya nyaman, harga aman, pelayanan bagus;tempat nyaman harga aman layan bagus;positive
Sedikit kurang ramah tapi langganan;sedikit kurang ramah tapi langanan;negative
Pelayanan memuaskan dan membantu, barang lengkap dari store lain;layan muas dan bantu barang lengkap dari store lain;positive
Tempatnya nyaman, staffnya ramah, lengkap juga barangnya;tempat nyaman staf ramah lengkap juga barang;positive
Good place good price;good place good price;positive
Pelayanan memuaskan. Penjual ramah..;layan muas jual ramah;positive
bagus dan baik pelayanan mas nya;bagus dan baik layan mas nya;positive
Pelayanan yang baik dan mas nya;layan yang baik dan mas nya;neutral
Pelayanan lumayan bagus, pilihan hp lengkap;layan lumayan bagus pilih hp lengkap;positive
Pelayanan bagus, tempat nyaman, dan harganya murah;layan bagus tempat nyaman dan harga murah;positive
Abang abang dan mbak mbaknya baik banget mau ngejelasin panjang lebar pertanyaan pertanyaanku yg gada habisnya. Sangat membantu .Terimakasih;abang abang dan mbak mbak baik banget mau ngejelasin panjang lebar tanya tanya yang enggak ada habis sangat bantu terimakasih;positive
Pelayanan sangat baik dan puas;layan sangat baik dan puas;positive
Aksesorisnya lengkap dengan harga yang cukup terjangkau;aksesorisnya lengkap dengan harga yang cukup jangkau;positive
Pelayanannya sangat baik..mbak nya menjelaskan secara detail beberapa merk HP yg lagi saya cari..mbak nya jg sabar.. Saya dan kakak saya langganan kalau beli hp baru pasti ke tiga putra..kalau bisa bonusnya di tambah dong..atau adain promosi/undian biar makin menarik para konsumen..;pelayananya sangat baik mbak nya jelas cara detail beberapa merk hp yang lagi saya cari mbak nya juga sabar saya dan kakak saya langanan kalau beli hp baru pasti ke tiga putra kalau bisa bonus di tambah dong atau ada promosi undi biar makin tarik para konsumen;positive
Pelayanan bagus, rekomendasikan;layan bagus rekomendasi;positive
Baik pelayanannya dan ramah;baik pelayananya dan ramah;positive
Parkirnya gratis :-D;parkir gratis di;positive
Sangat bagus pelayananya;sangat bagus pelayananya;positive
Tokonya bagus dan pelayanan ramah;toko bagus dan layan ramah;positive
Pelayanan yang sangat ramah dan rekomendasi banget PS01538;layan yang sangat ramah dan rekomendasi banget pas;positive
Pelayanan yang baik, jelas dan cepat. Makasih;layan yang baik jelas dan cepat terima kasih;positive
Pelayannya tangap2;pelayanya tangap;neutral
Pelayanan memuaskan, mbaknya ramah.;layan muas mbak ramah;positive
CS nya ramah..lupa namanya. Bis dm di ig lanjut ke toko. Bisa pake creditcard.. cuma kena charge. Banyakin bonusnya yaa;cs nya ramah lupa nama bis dm di ig lanjut ke toko bisa pakai creditcard cuma kena charge banyak bonus ya;neutral
Lengkap dan ramah PD01529;lengkap dan ramah pada;positive
Bagus, pelayanannya baik, barang2 nya juga recommended...;bagus pelayananya baik barang nya juga recomended;neutral
Sangat puas dan pelayanannya sangat baik;sangat puas dan pelayananya sangat baik;positive
Pelayanan ramah dan cepat. PS0478;layan ramah dan cepat pas;positive
Laham ker...;laham ker;neutral
Pelayanan nya baik;layan nya baik;positive
Lumayan sih;lumayan sih;positive
Review ini saya edit, karena yang kasih bintang bukan saya melainkan bagian quality check hp. Yang minta di loginin google nanti pasti di kasih bintang sendiri, kurang fair aja sih menurut saya review reviewnya seperti pemaksaan aja! Pengalaman beli di sini biasa aja salesnya kayak gak niat jual hp malah bingung benerin giginya gara gara ada sisa makanan, untuk harga biasa gak terlalu murah juga, selisih 50rb sama official store samsung (free power bank lagi), di sini gak dpet power bank cman dpet tas . Saya kasih bintang 3 untuk 3 putra;review ini saya edit karena yang kasih bintang bukan saya lain bagi quality check hp yang minta di loginin google nanti pasti di kasih bintang sendiri kurang fair saja sih turut saya review reviewnya seperti paksa saja alam beli di sini biasa saja salesnya kayak enggak niat jual hp malah bingung benerin gigi gara gara ada sisa makan untuk harga biasa enggak terlalu murah juga selisih ribu sama oficial store samsung free power bank lagi di sini enggak dpet power bank cuman dpet tas saya kasih bintang untuk putra;negative
Fast service;fast service;neutral
Tiga putrakawi, sepi, tiga putra pecinan, sepi,;tiga putrakawi sepi tiga putra pecinan sepi;neutral
Barang memuaskan,pelayanan nya juga ramah, recomended tempat buat beli hp;barang muas layan nya juga ramah recomended tempat buat beli hp;positive
Pelayanan cepat, ramah, kualitas terjamin, dan harga murah. Thanks, Tiga Putra Kawi!;layan cepat ramah kualitas jamin dan harga murah thanks tiga putra kawi;positive
Okee;okee;neutral
Ramah mas sama mbk nya;ramah mas sama mbak nya;positive
Temat belanja kebutuhan hp yg nyaman;temat belanja butuh hp yang nyaman;positive
Parkirnya nyaman;parkir nyaman;positive
Puas .. murah dibanding tempat lain;puas murah banding tempat lain;positive
Pelayanan istimewa dan menyesuaikan dengan konsumen...;layan istimewa dan sesuai dengan konsumen;positive
Ok;ok;neutral
Nyaman dan nyaman;nyaman dan nyaman;positive
Alhamdulillah kami sangat puas dengan semua pelayanannya. Sukses terus untuk 3 putra;alhamdulilah kami sangat puas dengan semua pelayananya sukses terus untuk putra;positive
Kualitas oppo f7, pelayanan, dan sistem kreditnya lengkap. Recommended 100%;kualitas opo layan dan sistem kredit lengkap recomended;positive
Keren;keren;neutral
Tempatnya nyaman dan semoga ke depannya lebih maju lagi;tempat nyaman dan moga ke depa lebih maju lagi;positive
Ramah;ramah;positive
Best Hand Phone store..;best hand phone store;neutral
Baru 1 bulan pemakaian, tempered Glassed samsung S8 sudah pecah ! Kualitas dipertanyakan, be a smart buyer, banyak toko yang lebih baik dan lebih berkualiatas.;baru bulan pakai tempered glased samsung si sudah pecah kualitas tanya be smart buyer banyak toko yang lebih baik dan lebih berkualiatas;negative
Pelayanan baik dan memuaskan...;layan baik dan muas;positive
Pelayanan memuaskan, tempat nyaman;layan muas tempat nyaman;positive
Ramah but agak lumayan mahal.. Pembayaran menggunakan kartu debit via edc masih kenak charges, that is the small things can make annoyed,kalo pake credit card sihh ga masalah, ini debit card gaeesss..;ramah but agak lumayan mahal bayar mengunakan kartu debit via edc masih nak charges that is the smal things can pakai anoyed kalo pakai credit card sih enggak masalah ini debit card gaees;negative
Tempatnya nyaman, dan karyawan nya ramah ramah;tempat nyaman dan karyawan nya ramah ramah;positive
Quick respond... A.S.A.P... garansi dan jaminan kualitas... huwalaaah;quick respond si garansi dan jamin kualitas huwalah;positive
Pelayanan bagus mbak gayatri;layan bagus mbak gayatri;positive
Kempat kalinya beli hp di sin dlm setahun menyenangkan;kempat kali beli hp di sin dalam tahun senang;positive
Pelayanan sangat baik, harga juga murah;layan sangat baik harga juga murah;positive
Pelayanannya cepat;pelayananya cepat;neutral
Disini ada Apple store gak?;sini ada aple store enggak;neutral
Pelayanan sudah cukup memuaskan;layan sudah cukup muas;positive
Good servies;good servies;positive
Good place. Good people;good place good people;positive
Good services, good devices :);good services good devices;positive
Pelayanan cepat, peka terhadap customer, ramah;layan cepat peka hadap customer ramah;positive
Good places to buy smartphone, the staff is very friendly, i have bring my grandma to this place to buy smartphone;good places tapi buy smartphone the staf is very friendly have bring my grandma tapi this place tapi buy smartphone;positive
"Customer servis nya baik"" dan murah senyum semua, dan pelayanan bagus.";customer servis nya baik dan murah senyum semua dan layan bagus;positive
Lengkap, wktu dulu sy cari hp android disini banyak semua yg sudah gajual yg tipe yg sy cari, semua banyak yg seri hybird, tapi disini masih ada sehingga kartu saya bisa terpakai semua, gak kebuang karena hybird system;lengkap waktu dulu saya cari hp android sini banyak semua yang sudah gajual yang tipe yang saya cari semua banyak yang seri hybird tapi sini masih ada sehinga kartu saya bisa pakai semua enggak buang karena hybird system;positive
Ramah . Memuaskan;ramah muas;positive
Sangat memuaskan. Terimakasih banyak;sangat muas terimakasih banyak;positive
Pelayanan di tiga putra ok banget;layan di tiga putra ok banget;positive
Good servis;good servis;positive
Sukses terus! Hehe Pelayanannya baik, ramah dan informasi makasih ya mba gayatri hehe;sukses terus hehe pelayananya baik ramah dan informasi terima kasih ya mbak gayatri hehe;positive
Pelayanan baik. Seles ramah sama pengunjung / pelanggan harga bagus;layan baik les ramah sama unjung pelang harga bagus;positive
Adem luas asik;adem luas asik;positive
Good service, nice place.;good service nice place;positive
Pelayanan baik nyaman;layan baik nyaman;positive
Nice place, nice price, nice customers;nice place nice price nice customers;positive
Karyawannya ramah.. Tempat nyaman dan oke.. Sukses..;karyawanya ramah tempat nyaman dan oke sukses;positive
good place. good service, good price,;good place good service good price;positive
Reasonable price with wide range of brands;reasonable price with wide range of brands;neutral
